session_page_id,location_id,shared,dummy_mobile,dummy_desktop,shareability,nugget_pvs,prev_subscribe,prev_share_count,prev_pv_count,prev_sessions,avg_pvs_per_prev_session,delta_created,cur_pv_count
a55c7022f6e833199309cdd6533c0393,55311e1c303638001c070100,shared,1,0,0.00605698,245667,0,0,0,0,0,0,1
5d5a3a280ab2539dd738373ac93d016f,560a8f693936640025ee0000,shared,0,1,0.026265038,54445,8,179,295,159,1.855345912,12622,2
08ec1b781390b1701ee722151909e340,5613c812088a04002b000002,shared,1,0,0.0089362,801683,0,1,9,9,1,964,1
5472457de1a9f8ef3bc57db8ae0d0f22,5613c812088a04002b000002,no_shared,1,0,0.0089362,801683,0,0,12,13,0.923076923,2364,1
00be24031a56b9c113c4ef203e15bcc7,561418c6a964d90025000000,no_shared,1,0,0.022721808,91498,0,0,5,5,1,2326,3
e0ae3bd3171ae80a317660b46aaf02ac,561418c6a964d90025000000,shared,0,1,0.022721808,91498,0,7,8,8,1,1033,1
68cca967f941d116cee3b25228612db7,5613c812088a04002b000002,no_shared,1,0,0.0089362,801683,0,0,5,5,1,3751,1
d989ceae766b6a090a0b7f9bfab9ba03,5612fb96b4d993003400002b,no_shared,1,0,0.022752554,332622,0,0,2,2,1,5123,1
57ed23206739a89129a54d102ef635b9,560aa84f33316200298f0300,no_shared,0,1,0.025579727,4183,0,0,0,0,0,0,5
3d02b52ef12717443f0e135f152d10c0,560afe72303437000d520000,shared,0,0,0.01345979,224372,0,0,0,0,0,0,1
b95e17f445c908d690c218e8f47adb44,561212474f5024001f000008,shared,1,0,0.020610464,54778,0,0,0,0,0,0,1
76fa7668cd3f0e8087124e13ce8e09bc,55311e1c303638001c070100,no_shared,0,1,0.00605698,245667,0,0,1,1,1,502,1
304ab12a123d03ff41f7a536f5d884c1,5612bdb5b5bb9b001d000040,no_shared,0,1,0.00687324,690504,0,0,2,2,1,337,1
f8c96e0766e1d4b1a5c2c42d6202b0d9,5612fb96b4d993003400002b,shared,1,0,0.022752554,332622,0,0,0,0,0,0,1
8d15e9ff2a4e3c34b6c1439a0f10010e,5602d1906366300019190600,no_shared,0,1,0.007847471,89583,0,0,4,3,1.333333333,837,1
6a8ccff2bf929a81e6f911a5979ab2c7,557a8b0b396165002c2b0000,no_shared,1,0,0.011057122,26137,0,0,0,0,0,0,1
e3fa9f39785092715b1edbebaa31c1f1,5613c812088a04002b000002,no_shared,1,0,0.0089362,801683,0,0,34,33,1.03030303,4600,1
c99728ea131a8fe23a1588ec7fcdd839,5612a0a44a51e7001f000173,no_shared,1,0,0.011360283,6778,0,0,0,0,0,0,1
1406c125fe7eeea556be2b3b2984b020,5612fb96b4d993003400002b,shared,0,1,0.022752554,332622,0,2,2,2,1,4609,2
8a19c865b55c0544a6d5a4bab402ca79,5612fb96b4d993003400002b,shared,1,0,0.022752554,332622,0,1,6,6,1,5264,1
71f4319ef59d2c511713c4e2148afa5b,5612fb96b4d993003400002b,no_shared,0,1,0.022752554,332622,0,0,1,1,1,242,1
f07c23b613d0f886e278f4ac8fda15ae,561418c6a964d90025000000,shared,1,0,0.022721808,91498,0,0,0,0,0,0,1
ed6da6e9962d1d0e9b6d11c4049b5980,561434fe1d501b001c000004,shared,1,0,0.010663199,23070,0,7,48,45,1.066666667,3423,1
678a3d808c3f6cfffd21ef409dd2ab49,55f87c6b373364000daf0400,no_shared,1,0,0.007959453,28017,0,1,6,7,0.857142857,828,2
251b8c47e5e9b6d28a944d51b256135c,5612c871b5bb9b002900009e,no_shared,1,0,0.020838,683079,0,0,24,24,1,3999,1
c6e1372c9bcf43a10c39e2cd844e088b,5612d6da48651400340000f8,no_shared,1,0,0.013626881,1051231,0,0,3,3,1,2186,1
a56f627d8ef327a744fedd7aa993cc50,5612d6da48651400340000f8,no_shared,0,1,0.013626881,1051231,0,0,0,0,0,0,1
1066530e4df171bc8e33e8e6580821d5,5612d6da48651400340000f8,no_shared,1,0,0.013626881,1051231,0,0,2,2,1,6906,1
a7b4c3dd257516137f817ed8c5602c11,5616aa4e7f4fb5001b000003,shared,1,0,0.019513695,84556,0,1,95,82,1.158536585,1679,2
ae8968d6a229032c6272813014b11e1f,5612d6da48651400340000f8,shared,1,0,0.013626881,1051231,0,0,0,0,0,0,1
611a43911dd01c9d5955313106b4d030,5612d6da48651400340000f8,no_shared,1,0,0.013626881,1051231,0,4,207,160,1.29375,7080,1
5e0d5484087ca00ef2e3e136f600021c,5612d6da48651400340000f8,shared,1,0,0.013626881,1051231,0,0,4,4,1,3676,1
e29e06cc48202e612e3792f716a85312,5615770c3b1fa8001800017a,shared,1,0,0.009950424,256170,0,0,183,119,1.537815126,2258,2
f0c874a70dc4d86b8cd2c33d3cb4844a,55830f55646432000c640000,shared,1,0,0.009417842,76663,0,6,35,29,1.206896552,15868,1
6f7ff50c776116ab71eda8fe3b7e945e,55899322623637001cbc0200,shared,1,0,0.018459186,116419,0,0,3,3,1,4775,1
7a6b2877ada23af560076e9f963fa84a,5612fb96b4d993003400002b,shared,0,1,0.022752554,332622,0,10,252,192,1.3125,24778,3
f46101e97d85e3b69850ae5c61f347b0,5613c812088a04002b000002,shared,0,1,0.0089362,801683,0,9,27,19,1.421052632,4192,1
a76aafbd0b358814b33023e19d98dd48,5612d6da48651400340000f8,no_shared,1,0,0.013626881,1051231,0,0,1,1,1,1749,1
8673c575cafd258225ea8766cb67e15f,561411b7088a040031000148,shared,1,0,0.016479972,1244723,0,0,18,16,1.125,3986,2
396ebe5521a0d26e031610a55f522f2b,5612d6da48651400340000f8,shared,1,0,0.013626881,1051231,0,0,3,3,1,2012,1
13976d19f70a5154f72840420b75fe78,5612d6da48651400340000f8,shared,1,0,0.013626881,1051231,0,0,0,0,0,0,1
6cd70a08f3e79ae3e95d62610223aa6f,543d6d2bdd6e02106800003e,no_shared,1,0,<null>,931,0,0,5,4,1.25,18,1
45fe357528c85308228f999c5f37b57a,56162cdb355f470027000040,shared,1,0,0.011443643,141039,0,0,0,0,0,1,1
c16848936d8dfe9e0b488eefe0c648d4,5637c7c673d8a3001e0000b0,shared,0,1,0.009504478,3004689,0,0,0,0,0,0,2
2e7e5dc0c67a5cb64e6d3026a6a02e0f,563a527ffbfc43002c000187,shared,1,0,0.007174023,61193,1,4,37,34,1.088235294,2476,1
650475b8367f75a931b0ac6af6d6a429,55087b0b653866000c340000,shared,0,1,0.009935058,325212,0,0,1,1,1,70,2
8acba44ef1efc4f46ee87ae2c4682836,5429b61b3f87196930000001,no_shared,1,0,0.012157883,106433,0,0,2,2,1,69,1
b1b5c6f6cec4f9d7afa3e0cce81e36ed,55087b0b653866000c340000,no_shared,1,0,0.009935058,325212,0,0,1,1,1,4804,1
8d47a95d0e274403b41ab513f87a97d2,5429b61b3f87196930000001,no_shared,0,1,0.012157883,106433,0,1,77,69,1.115942029,5878,1
d05e5e01bdd6c031d3a8a79164c7954c,5637c7c673d8a3001e0000b0,no_shared,1,0,0.009504478,3004689,0,0,0,0,0,0,2
6dfa32ce274523ef5c7c85d346a9ba9e,5637c7c673d8a3001e0000b0,no_shared,1,0,0.009504478,3004689,0,0,1,1,1,378,1
76554e3f6f40720a1347d1634ebbbf8c,563a236f603afb001b000060,shared,1,0,0.013135866,7765,0,0,0,0,0,0,1
f0cc704b15f7f4d2965de8c95cc38e97,5627ea3a5d8266002100000c,shared,1,0,0.022797913,145101,0,0,11,10,1.1,4304,1
b3f940a40f7e539ed265a9293c81b110,55de2bed396636001ab70000,no_shared,1,0,0.023225991,613709,0,0,0,0,0,0,1
29d7a91b5a11ee7e2b98a38c4c18fae6,53c731b629d067bcd900007c,shared,0,0,0.011657861,22903,0,7,208,174,1.195402299,9423,1
04fce5809631e6be0fa34e50a94746ee,563ac6e299835f001b000069,shared,0,1,0.014664981,43505,0,10,58,54,1.074074074,10033,0
0b7cbe9a3889505b26643207979ac5e0,53ff4f0650f4f3f1ea000012,shared,0,0,0.015143327,90667,0,0,0,0,0,0,1
1b0228724a1c13961069991a7af18635,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,11,8,1.375,474,1
1973b83bbf63edb5863ad5f37fdab47e,563a44f3603afb0018000110,no_shared,1,0,0.007826122,320593,0,0,6,4,1.5,785,1
64d3fa9f351d148001ca32932b972a8f,5637c7c673d8a3001e0000b0,no_shared,1,0,0.009504478,3004689,0,0,0,0,0,631,1
7ef54e6d43dc4c4397c759beb58b6c3f,5637c7c673d8a3001e0000b0,no_shared,1,0,0.009504478,3004689,0,0,1,1,1,1064,1
7e6481cf30bc7c3ccaaab1c785c80690,55ae9133326231001cd50300,shared,1,0,0.019668053,25727,0,3,17,14,1.214285714,2919,1
73aff982b3fb3e53f7a622ef3caf1914,5632a3224369710018000025,shared,0,1,0.019371072,197924,0,0,1,1,1,94,1
52e353df7f62a5720cafdfc8c524e513,546d3ee69ad54e667a00001d,no_shared,0,1,0.020040923,175940,0,0,1,1,1,1828,1
6101221e8f07eeb37fb71e3cfbdcf5ea,563cb2b0888761002c00014f,no_shared,1,0,0.017660893,1160417,0,0,27,26,1.038461538,5635,1
e89128f0acc8aec372d933000abcad43,563cb2b0888761002c00014f,no_shared,0,0,0.017660893,1160417,0,0,1,1,1,43,1
b292e663914a1948004a146f718e147d,54af525e366333001e2a0000,no_shared,0,0,0.018106996,431325,0,0,0,0,0,471,1
70f8fce3405d740ee82c633aa977cf35,563cb2b0888761002c00014f,no_shared,0,1,0.017660893,1160417,0,0,17,16,1.0625,2686,1
d661b9a9a6bda680127482dc367ea2aa,5623d2cb9d12690021000010,no_shared,0,1,0.020786813,12373518,0,0,151,119,1.268907563,7556,2
981b3ec6890091e31b14293f2c390067,563cef4c001beb0027000345,no_shared,1,0,0.009062412,959899,0,0,14,14,1,1806,1
5e36bbaa3e7176c10247c22202e38ef2,546d3ee69ad54e667a00001d,no_shared,1,0,0.020040923,175940,0,0,2,2,1,1893,1
beda237fc09458e064289420043478b4,54f2bb39393836000c110000,no_shared,1,0,<null>,2149,1,1,39,30,1.3,1012,3
0137b164e07ee19642a51a8be9cc0f11,5637c7c673d8a3001e0000b0,no_shared,1,0,0.009504478,3004689,0,0,1,1,1,417,1
c29c5819ea2df1ddc5c46b8a2d55c917,55afc765666336002cfa0100,shared,1,0,0.010016141,111520,0,0,18,12,1.5,479,3
c72bb5f23bb60d3c8555c4f30f38c222,55d4accc333862000da30000,shared,1,0,0.008714997,48996,0,0,4,4,1,52,2
68c8be78779bdcc0d43c01564ff09d59,5637c7c673d8a3001e0000b0,shared,1,0,0.009504478,3004689,0,0,1,1,1,710,1
6436c6043bd2376c6f78f2f60fe514b3,54af525e366333001e2a0000,no_shared,0,1,0.018106996,431325,0,0,3,3,1,457,1
f201334a22847e1b94b7628fc6ef0471,563cf6a18887610032000375,no_shared,0,1,0.024799225,72220,0,0,14,13,1.076923077,961,1
cc8a57ce25690b7e2ab89bab81832fca,56392b895b28b8002b00017c,shared,0,0,0.014891106,249142,0,0,0,0,0,0,1
74f027209f3f0c4609e9d5bba8ef888e,56392b895b28b8002b00017c,no_shared,1,0,0.014891106,249142,0,0,29,26,1.115384615,4106,1
bf9c8cfca07ad615f48d5f2f6a618cf1,55faee7962646300257d0400,shared,1,0,0.022991663,101950,0,3,18,18,1,2477,2
975f4a16f1b4b3c5fe8068bee95c23d7,5434e8b9fc61e2708600000b,shared,1,0,0.011997913,2579532,0,0,0,0,0,0,1
bafbb413f2c773d6112e4e0459c37e77,5640de97873b20001e000127,no_shared,1,0,0.009274978,442373,0,0,23,20,1.15,995,1
6cd6da27d29bad98869e51e739d23bf6,55b66408633937000c010200,no_shared,0,1,0.008465917,13702,0,0,4,4,1,877,2
d6cceec147de913227aecb34ee11426e,563cb2b0888761002c00014f,no_shared,1,0,0.017660893,1160417,0,0,0,0,0,0,2
efd0c18658e524dd2a38eaaed0ec7b00,563cef4c001beb0027000345,shared,1,0,0.009062412,959899,0,0,0,0,0,604,1
3933ab3dd8e867fee759efc89c45b4a4,5612bdb5b5bb9b001d000040,shared,1,0,0.00687324,690504,0,0,0,0,0,0,1
56fcc249d148596828509b6825784a31,5611abd5a611e2001f00000a,no_shared,1,0,0.009141644,29207,0,0,3,3,1,1788,1
ba3790d7e27a11c0086731435a335495,55eee80f3831630019250000,no_shared,0,1,0.009564813,40879,0,3,59,31,1.903225806,5908,2
97a95612089c50f7ea067299b0e34105,55311e1c303638001c070100,shared,1,0,0.00605698,245667,0,0,0,0,0,0,1
8ecf1f899da5c322d2aa5d0c9b91a9e3,5613c812088a04002b000002,no_shared,1,0,0.0089362,801683,0,0,0,0,0,0,2
1aab9f903efc16441459bc0110a89428,5613c812088a04002b000002,no_shared,1,0,0.0089362,801683,0,0,0,0,0,0,1
2a1159d32d9ee96b2eb240ba7d59db0d,5613c812088a04002b000002,no_shared,0,1,0.0089362,801683,0,0,0,0,0,0,1
bb6af034241f4f61c366ebdd40b0cb8f,5612fb96b4d993003400002b,no_shared,1,0,0.022752554,332622,0,0,22,21,1.047619048,2378,1
304c3cf224e649829e5d653096ca1370,557d9a8f326137002c130000,no_shared,0,0,0.025723323,192860,0,0,6,5,1.2,982,1
7d744a673f30ad90e0ea13f3fd57ea8c,5613c812088a04002b000002,no_shared,1,0,0.0089362,801683,0,0,15,13,1.153846154,1462,2
9427cb18ca5b52f0071b43459a9e6938,5613c812088a04002b000002,no_shared,1,0,0.0089362,801683,0,0,14,14,1,1290,1
1ba9cf01dace37907ecad99e15eda843,5613c812088a04002b000002,no_shared,1,0,0.0089362,801683,0,0,3,2,1.5,191,1
ffdbd3ce2443f1da41c44d85fc8b21a3,560dc6ccadfbfb001b00000e,shared,1,0,0.029490397,36656,0,0,0,0,0,0,1
74d2ba86f676245911e3dec5d2340d61,560d5f7c3861310025140400,shared,0,1,0.030665716,161255,1,7,156,103,1.514563107,19489,1
f17c26593873838b7a1a84d5ffb8f53f,561212474f5024001f000008,shared,1,0,0.020610464,54778,0,0,0,0,0,0,1
77d815203457da975093bd58811dce2b,5612fb96b4d993003400002b,no_shared,0,1,0.022752554,332622,0,0,1,1,1,179,1
b0f2c2d12e253e5aec9883bc0c0cd1e7,5612c871b5bb9b002900009e,no_shared,1,0,0.020838,683079,0,2,86,79,1.088607595,7100,1
8d1b062fadeea26ac88a9ebcf19356c4,5612c871b5bb9b002900009e,no_shared,1,0,0.020838,683079,0,5,279,241,1.157676349,7290,2
ac13f0c06c762d7eec9f59cdf9661ecd,5612c871b5bb9b002900009e,shared,1,0,0.020838,683079,0,11,43,35,1.228571429,1108,1
4adaf311b1f433e32795db12fb406340,551d749b393937000ced0000,no_shared,1,0,0.007286295,96757,0,0,0,0,0,0,1
ac09a4dee63a57af7d6f78103475c52f,560bf3363963320025340100,shared,0,0,0.040908463,21707,0,2,46,42,1.095238095,5043,2
ed52f505654d9dbdca02ea9a72ad7f5b,5602d1906366300019190600,shared,0,0,0.007847471,89583,2,73,658,361,1.822714681,15678,1
5f6a7ac70098ab85c9c7fa7866f24590,5612fb96b4d993003400002b,shared,0,0,0.022752554,332622,0,0,0,0,0,0,2
ca0e2ff2880d6a4f5cb1b245fe499517,5612fb96b4d993003400002b,no_shared,1,0,0.022752554,332622,0,0,0,0,0,0,1
4ab763e523d9d3cc519d5227020c9d0f,56152ab163fd0c0022000086,shared,0,1,0.008985425,14134,0,0,0,0,0,0,1
fc37e9b667a5e3fb9024c24c30366484,5613c812088a04002b000002,no_shared,1,0,0.0089362,801683,0,0,1,1,1,843,1
ec753964d89485c87d6539cc96ee59e1,5612c871b5bb9b002900009e,no_shared,0,0,0.020838,683079,0,0,2,2,1,218,1
b44618d99c580f0a2a1b6b723242ef05,560ec5e1da5e87001f00006d,shared,0,1,0.035454288,123765,0,11,63,41,1.536585366,8481,3
0d4321c0a571ce092d40a1bd99cc480c,5613d3058586e1002e000025,shared,0,1,0.020965611,85521,0,1,1,1,1,837,2
7ebb48827b07030bfb99db18684c9936,55899322623637001cbc0200,shared,1,0,0.018459186,116419,0,0,0,0,0,0,0
1ba3521f7dad87fa1325eebcbb416d9e,5613ea448586e1001f0000fb,no_shared,0,1,0.013622603,3964,0,6,1871,374,5.002673797,8420,9
c55bf3aad4941aa7c6e60a7a43dac0f6,5613c812088a04002b000002,shared,0,0,0.0089362,801683,0,6,7,2,3.5,48,2
35d925ed04284ff729327f74ec571b22,5612d6da48651400340000f8,shared,1,0,0.013626881,1051231,0,0,0,0,0,0,3
978dfd242e20e01ef69e751b9d2c0840,5612d6da48651400340000f8,shared,1,0,0.013626881,1051231,0,0,0,0,0,0,1
8d036a1213fd11f9ee1dececed9b79d9,560dc6ccadfbfb001b00000e,shared,0,1,0.029490397,36656,0,603,582,195,2.984615385,19133,3
16fd7b0400941d1723caddea92ba20b9,5612d6da48651400340000f8,no_shared,1,0,0.013626881,1051231,0,0,0,0,0,0,1
4bc0b0040d60775a561b348cb55aa80f,5612c871b5bb9b002900009e,no_shared,0,1,0.020838,683079,0,0,13,10,1.3,906,1
e61c1eaf38f2e45a2cb9e5c7579fd6a7,55fb03b43435620019a90300,no_shared,0,1,0.017189047,186805,0,0,13,12,1.083333333,866,2
4563f6fec9cf3fe74d9efc3086c1ec64,56129c2f5a2dac001f000130,no_shared,1,0,0.014914979,17231,0,0,0,0,0,0,1
b26582ef2e67029fddf436ef15d25dd2,5612c871b5bb9b002900009e,no_shared,1,0,0.020838,683079,0,0,11,10,1.1,5812,1
ddc26a0752c0c90b9e32098e5ff03af0,561411b7088a040031000148,shared,1,0,0.016479972,1244723,0,0,18,14,1.285714286,3670,1
e89978543d7bedebb80144ac0099e20a,5612d6da48651400340000f8,shared,1,0,0.013626881,1051231,0,0,1,1,1,2507,1
54bb947d6be8f341aefb7fa24486b317,5612c871b5bb9b002900009e,shared,0,1,0.020838,683079,0,312,578,469,1.232409382,25869,1
6e9050dd6a598c0ce3e7a409890ca20d,5612d6da48651400340000f8,shared,1,0,0.013626881,1051231,0,0,0,0,0,0,0
d711fc9948a88040ba11b01d76919aa3,557d9a8f326137002c130000,no_shared,1,0,0.025723323,192860,0,0,5,5,1,3650,1
c577d045f8477a037cb5ea67d9d8fcb3,561e56809fa9c10027000049,no_shared,1,0,0.009914544,316303,0,0,19,19,1,3840,1
4b82bb0a71b3f8fe5cd8eb9ef74001b3,562153f79efda2002a0002c7,no_shared,1,0,0.026014526,635568,0,0,0,0,0,0,1
1ccddde4da8d90718a7a52d01c6d285d,561ea1369fa9c100270001f3,shared,0,1,0.021255205,203903,0,4,13,10,1.3,1609,1
729691aa98afa7edbceb86415fcbf4da,561e56809fa9c10027000049,shared,0,1,0.009914544,316303,0,0,10,10,1,1476,3
ae4197599076474ff8f76b08912eb2e2,55d22e79373034000d430300,shared,1,0,0.018387615,68470,0,0,0,0,0,0,1
98ecac3725c13be67946237bcabd7137,55ca4672363361002a570000,shared,1,0,0.015481654,210701,0,0,0,0,0,14,1
e1d4f1631de6c3d899742c910ff7e345,55ca4672363361002a570000,no_shared,1,0,0.015481654,210701,0,1,11,10,1.1,3440,1
c900a0cb0667dbb2edf3f3e74022b2b8,562153f79efda2002a0002c7,no_shared,0,0,0.026014526,635568,0,0,0,0,0,0,1
9e440cb2c14155181b7eae19ec3b9ec6,55ca4672363361002a570000,shared,1,0,0.015481654,210701,0,4,19,14,1.357142857,389,1
cbc9e1293970db1440c41c28f233e3ba,5623d2cb9d12690021000010,no_shared,0,1,0.020786813,12373518,0,0,0,0,0,0,1
ff2dc47a4a65f06fc7a8689c6112b03d,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
7f182bb6e7724d3dd053fd39f56428ea,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
33d605315545640a8697b60f33331408,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
c91974f45591631ffddb97b8a3b20a95,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
56e86cec9e46bef70ff10059fabbd28e,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
74a91fa618fc126c54f7cccbc0659b6d,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
c5774a942dab3a1026aaea043346bd37,53bbe1bf1d9f3f29fc000035,no_shared,0,0,0.007091437,9307,0,0,1,1,1,1249,1
1e7dc7029945fc87cc8cc9e14bc3ceee,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,9,10,0.9,4858,1
91cc57c8f3031afe3dc964969e6e8b69,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
75f31c475a28f027a7b03f3c34d53cd3,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,1,1,1,205,1
5f668cbf088f6f82b9e5f30619610e96,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,18,17,1.058823529,5051,1
0d799778cd31f448184eee306881dd48,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,1,1,1,14294,1
2cffe83d880b207e77f500d277baad1c,561ea1369fa9c100270001f3,no_shared,0,1,0.021255205,203903,0,0,457,381,1.199475066,13631,2
75c9c6358fd63fd06a290f391e887750,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,12,9,1.333333333,3012,2
14ed469d050f1c4955745010496ad369,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
2d480ddaf1e0edc43d5ce09ee3dadbfe,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
1fe5b3d2386c2c2c61f4bc4269cc8a01,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,7,7,1,11899,1
0fc0db15ac2dc6cc6743eab7c603f129,562153f79efda2002a0002c7,shared,0,1,0.026014526,635568,0,2,80,50,1.6,3930,2
9fcd8b2c01fa8ce1433ed97cf71ac68d,55f190cb613236000d260000,shared,1,0,0.018109693,11596,0,0,0,0,0,0,1
0c16fc9407e7934699b20706854c29f0,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
6c0609cb040380771ce4e64dfa83328e,55df2ab438326103fa350100,shared,0,1,0.016462841,19134,0,2,61,59,1.033898305,5045,3
c527a99a7a00c9fbb4574bc95c87ed40,553a9c6d646537000c190300,no_shared,0,1,0.011321182,97163,0,0,0,0,0,0,1
9466e6b9d171e64366e179b78f708843,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
d5d19fada92e8222e9599a9966f6008d,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,1,1,1,5804,1
9432881c0b817cf7e36a0984f4c4ec9c,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
c79965a0ba1bcde2e87d364cd48a699d,562153f79efda2002a0002c7,shared,0,0,0.026014526,635568,0,0,10,10,1,1204,3
1de6bf47ceecf70494cfdd9b64e608b5,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
152e91804839979b96f900ac21c02302,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
cc0f58c708658dfccd205bba0f2e6208,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,2
724328066dc063133074a28e78d614bd,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,2,2,1,1245,1
845d9461219a18ebc6a375b025f0f81b,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,2,41,37,1.108108108,5598,1
585aaf4a22fd93f6713e37c1bfc7a591,553a9c6d646537000c190300,shared,0,1,0.011321182,97163,0,0,4,3,1.333333333,1148,1
40f25ce54d6734e2e0d8673c62dfe3f1,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
5d4df6d2f2d3ba188b00143b00b8fd41,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
0c5ef8c94e02f0cf9761f866377f554a,560aaa6533316242b1e20200,no_shared,0,0,0.017013172,1000754,0,0,1,1,1,1021,1
0274de3bfb9f95401174251a54a808b5,560bc50e3530312cf1030000,shared,1,0,0.022895467,8648,0,2,108,72,1.5,12939,5
19e1a09b17816d6ee39e610c137bf511,562110aa9efda2002700015e,shared,0,1,0.021406398,46388,0,0,0,0,0,0,3
a2fbac07934f216b99a51ae9927c1b7e,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,1,1,1,3957,2
0909c0978740d47052aeabb2de32b203,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
45846e9c9a13bdae98657affeb00a87a,56294205c990fb0021000164,no_shared,1,0,0.015570703,59856,0,0,6,6,1,311,1
b6e7c78fd439848476af4f0b75eeb1e4,560ec5e1da5e87001f00006d,shared,1,0,0.035454288,123765,0,17,118,89,1.325842697,2758,3
900552091e17411d2d8450fbb40c2aed,55de13dd313439000d150000,shared,1,0,0.03790327,18257,0,0,0,0,0,0,1
a96c74f1971fc4d2b51ac904caa220fe,560e983cb2b9710019000112,no_shared,1,0,0.012682516,622274,0,0,1,1,1,7,1
d37ccce0682f4e100c78cdca51f35275,560e983cb2b9710019000112,shared,1,0,0.012682516,622274,0,0,2,2,1,642,2
36544354168e438b0473e6c0e25b2d79,5628780df0f7580024000009,no_shared,1,0,0.012138066,106442,0,0,214,163,1.312883436,7188,1
515b609961d52891654a587cbc625bc4,5628780df0f7580024000009,shared,1,0,0.012138066,106442,0,0,6,6,1,1492,1
ddae4ce4e6ee2742539b09bda3832b9b,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,1,1,1,8452,1
1a163081e04bcb9dd7eb0f1c9e34a0bd,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,2
cfbf48eab3d98a9c66a2692d0833ba6f,54f0c8b0626339001d960000,shared,1,0,0.023996122,12377,0,0,6,6,1,6215,1
c892c3ce8b1f4292e111452ca54e26c5,562819ef64fa270028000011,no_shared,1,0,0.013621322,849477,0,0,0,0,0,0,1
c63398c5581eeeccd59fd3f133e28e7e,562026df2c52bb002a00001e,no_shared,0,0,0.013115303,322524,0,0,1,1,1,298,1
b382ab615b3759dc8e2521cff58bc4c8,562819ef64fa270028000011,shared,1,0,0.013621322,849477,0,1,9,8,1.125,3195,1
adf9c6952e37c9ad0ba51388ef28fba8,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
f80f89ea5152dc3810a265b9945a8085,55d5fa73323463000df00000,no_shared,0,1,0.006089603,858184,0,0,0,0,0,0,7
d834398bdd4625811ace68c0604867ae,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,2,2,1,1371,1
e2db80842a29a15bc031a3ff2e09dc9b,54f0cf75303664000c520000,shared,0,1,0.011128668,946115,1,4,240,171,1.403508772,18074,1
56bcc4290899366d19512c51dd6dd29a,5623d2cb9d12690021000010,no_shared,1,0,0.020786813,12373518,0,0,1,1,1,1012,1
8333410a5268e06ab7c5f0e820ca90a7,55e716a73134330019b30000,shared,1,0,0.016712889,27404,0,0,0,0,0,0,1
e07be30ebc6232018614685025b4fcc7,55e595de306466000d820500,shared,0,1,0.019279844,106588,0,0,0,0,0,2,0
1790923b6897b9407a34dd29f4610064,5623d2cb9d12690021000010,shared,1,0,0.020786813,12373518,0,0,0,0,0,0,1
59f472cd6b60282be4c1ac59e4e3b034,562026df2c52bb002a00001e,no_shared,1,0,0.013115303,322524,0,0,0,0,0,0,1
